Date,Open Interest,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts
2013-11-26,606008.0,134058.0,345508.0,94809.0,12148.0,8566.0,170742.0,24286.0,69958.0,45985.0,37647.0,25702.0,549820.0,523815.0,56188.0,82193.0
2013-11-19,580418.0,134964.0,336120.0,97768.0,11130.0,8160.0,156054.0,22513.0,63955.0,44243.0,34622.0,25366.0,530510.0,501866.0,49908.0,78552.0
2013-11-12,577984.0,134673.0,329523.0,96635.0,10801.0,8748.0,149947.0,24014.0,67035.0,44997.0,40966.0,22918.0,524953.0,504005.0,53031.0,73979.0
2013-11-05,563699.0,142357.0,311501.0,96486.0,13641.0,7437.0,140055.0,32484.0,62339.0,42057.0,37890.0,22430.0,513161.0,487722.0,50538.0,75977.0
2013-10-29,584429.0,155199.0,342870.0,95886.0,13133.0,8496.0,143499.0,21977.0,65133.0,38273.0,29826.0,22181.0,528667.0,503616.0,55762.0,80813.0
2013-10-22,652100.0,183799.0,382181.0,95287.0,13125.0,14176.0,159373.0,21889.0,61778.0,50457.0,48836.0,26817.0,591687.0,568802.0,60413.0,83298.0
2013-10-15,641740.0,182983.0,372908.0,92997.0,11957.0,16056.0,154604.0,17635.0,61118.0,49107.0,49931.0,29312.0,586177.0,558917.0,55563.0,82823.0
2013-10-08,623084.0,169688.0,358560.0,94725.0,13025.0,10528.0,153692.0,19437.0,59707.0,47640.0,52592.0,31724.0,567704.0,545573.0,55380.0,77511.0
2013-10-01,616871.0,153575.0,349879.0,96097.0,12633.0,12070.0,156838.0,15181.0,62386.0,49466.0,59869.0,31811.0,562243.0,543829.0,54628.0,73042.0
2013-09-24,620379.0,148384.0,357596.0,96763.0,13765.0,8802.0,175148.0,18407.0,59661.0,47505.0,58940.0,31053.0,567316.0,548224.0,53063.0,72155.0
2013-09-17,613083.0,140866.0,364342.0,98244.0,15216.0,8961.0,177303.0,22652.0,51947.0,56361.0,51102.0,27045.0,560727.0,541265.0,52356.0,71818.0
2013-09-10,611277.0,143379.0,361857.0,99394.0,15732.0,8197.0,179777.0,24626.0,51894.0,53252.0,55588.0,23645.0,559538.0,541539.0,51739.0,69738.0
2013-09-03,591014.0,130348.0,357494.0,97635.0,18557.0,6651.0,180968.0,25332.0,48951.0,59780.0,49654.0,16619.0,540952.0,523258.0,50062.0,67756.0
2013-08-27,571623.0,133964.0,332756.0,95746.0,19258.0,7322.0,165917.0,33209.0,44594.0,60145.0,53040.0,15087.0,522775.0,505266.0,48848.0,66357.0
2013-08-20,545780.0,140834.0,295173.0,89710.0,15447.0,6895.0,149533.0,47538.0,40613.0,58164.0,54764.0,17762.0,503511.0,478192.0,42269.0,67588.0
2013-08-13,514193.0,143222.0,245781.0,86718.0,9960.0,9084.0,129249.0,69719.0,37347.0,52517.0,51155.0,16544.0,474681.0,439590.0,39512.0,74603.0
2013-08-06,496026.0,128229.0,222115.0,87610.0,10560.0,10379.0,130132.0,64515.0,33850.0,49754.0,58684.0,18748.0,458702.0,418851.0,37324.0,77175.0
2013-07-30,490254.0,112286.0,236991.0,88852.0,10955.0,11393.0,151431.0,54522.0,29465.0,42096.0,58809.0,15644.0,451167.0,417779.0,39087.0,72475.0
2013-07-23,526976.0,104112.0,264969.0,89910.0,9945.0,12449.0,179609.0,54236.0,31146.0,44268.0,65597.0,17525.0,479019.0,455867.0,47957.0,71109.0
2013-07-16,522786.0,107045.0,278506.0,89436.0,11887.0,12504.0,176628.0,44854.0,31520.0,39190.0,59176.0,16237.0,472560.0,454684.0,50226.0,68102.0
2013-07-09,517973.0,109128.0,267643.0,91184.0,12252.0,14352.0,158852.0,37839.0,33275.0,43604.0,60246.0,16703.0,467098.0,442310.0,50875.0,75663.0
2013-07-02,523071.0,111120.0,273799.0,93747.0,11430.0,13207.0,166777.0,39318.0,33569.0,41322.0,64801.0,16515.0,476257.0,452639.0,46814.0,70432.0
2013-06-25,562572.0,120763.0,298866.0,100466.0,9655.0,13518.0,180184.0,38607.0,35586.0,40009.0,71662.0,18918.0,509444.0,486812.0,53128.0,75760.0
2013-06-18,621572.0,151077.0,301430.0,88402.0,14425.0,26118.0,187799.0,50989.0,40029.0,45216.0,80511.0,27569.0,566210.0,541071.0,55362.0,80501.0
2013-06-11,612808.0,141374.0,307440.0,87273.0,16260.0,21502.0,198491.0,46268.0,34666.0,51004.0,81018.0,22221.0,556531.0,529375.0,56277.0,83433.0
2013-06-04,600319.0,139112.0,292365.0,84684.0,16985.0,17380.0,185969.0,46775.0,47430.0,48241.0,77831.0,21736.0,544552.0,520502.0,55767.0,79817.0
2013-05-28,581323.0,129804.0,273875.0,84372.0,12634.0,16456.0,180913.0,57192.0,46605.0,49880.0,80567.0,18818.0,526848.0,506147.0,54475.0,75176.0
2013-05-21,582728.0,145462.0,287611.0,86614.0,12353.0,16142.0,164259.0,57882.0,44573.0,50574.0,74054.0,20124.0,527748.0,512739.0,54980.0,69989.0
2013-05-14,564454.0,146702.0,285529.0,88660.0,7955.0,19165.0,136598.0,47387.0,51494.0,47411.0,64987.0,20019.0,510049.0,496536.0,54405.0,67918.0
2013-05-07,536506.0,145906.0,276997.0,92181.0,9052.0,15877.0,121762.0,43310.0,44311.0,45720.0,62215.0,19716.0,485473.0,471478.0,51033.0,65028.0
2013-04-30,538165.0,143513.0,295864.0,92708.0,10163.0,14497.0,129466.0,33855.0,41435.0,45513.0,62052.0,17920.0,485052.0,475786.0,53113.0,62379.0
2013-04-23,575432.0,163368.0,295089.0,81109.0,13823.0,29266.0,118533.0,36933.0,46699.0,52432.0,56465.0,30842.0,522249.0,509117.0,53183.0,66315.0
2013-04-16,558530.0,146584.0,275252.0,81484.0,18715.0,26984.0,121559.0,40327.0,48944.0,51481.0,51167.0,31164.0,508200.0,492553.0,50330.0,65977.0
2013-04-09,576118.0,156561.0,273599.0,82293.0,19975.0,25135.0,114989.0,44760.0,60354.0,49166.0,48631.0,34176.0,522674.0,506630.0,53444.0,69488.0
2013-04-02,564800.0,153323.0,298081.0,81305.0,19959.0,22037.0,117411.0,33898.0,51630.0,57910.0,45260.0,29224.0,512840.0,500089.0,51960.0,64711.0
2013-03-26,577889.0,161332.0,323801.0,77735.0,20548.0,23215.0,128852.0,21681.0,51434.0,53829.0,50375.0,25290.0,521687.0,516344.0,56202.0,61545.0
2013-03-19,582483.0,161110.0,318494.0,77278.0,19443.0,23861.0,128654.0,25457.0,53368.0,55448.0,48403.0,28660.0,528379.0,517686.0,54104.0,64797.0
2013-03-12,605100.0,156660.0,341289.0,76181.0,19951.0,23897.0,149995.0,20315.0,55154.0,54286.0,50392.0,30158.0,546331.0,541156.0,58769.0,63944.0
2013-03-05,593117.0,153230.0,328396.0,76818.0,20201.0,22725.0,142174.0,21968.0,56985.0,51878.0,48926.0,31796.0,535606.0,530997.0,57511.0,62120.0
2013-02-26,598066.0,156231.0,337290.0,81992.0,18997.0,18592.0,142697.0,21279.0,59444.0,51621.0,44784.0,31071.0,541648.0,531457.0,56418.0,66609.0
2013-02-19,639511.0,177964.0,329080.0,76723.0,32982.0,24477.0,149507.0,32443.0,62647.0,47354.0,52710.0,41665.0,580337.0,576004.0,59174.0,63507.0
2013-02-12,618804.0,152621.0,319274.0,78245.0,33345.0,20883.0,158790.0,22744.0,64640.0,41367.0,52328.0,41734.0,558280.0,554948.0,60524.0,63856.0
2013-02-05,607911.0,138823.0,300650.0,77150.0,29998.0,25197.0,150393.0,27641.0,69010.0,43438.0,52719.0,37905.0,541916.0,543120.0,65995.0,64791.0
2013-01-29,574109.0,133597.0,271756.0,76695.0,29877.0,24202.0,126743.0,24223.0,72480.0,39580.0,49682.0,37388.0,510685.0,509608.0,63424.0,64501.0
2013-01-22,548246.0,126298.0,261908.0,79964.0,32520.0,24265.0,122513.0,27039.0,63880.0,40650.0,46575.0,31716.0,489286.0,487903.0,58960.0,60343.0
2013-01-15,532386.0,127187.0,251277.0,80007.0,33587.0,22907.0,117285.0,31734.0,59551.0,38815.0,45003.0,29602.0,475354.0,473661.0,57032.0,58725.0
2013-01-08,539444.0,126429.0,269302.0,96356.0,29482.0,24251.0,119056.0,34075.0,53294.0,38126.0,42227.0,27677.0,485189.0,480308.0,54255.0,59136.0
2012-12-31,546275.0,118147.0,301360.0,101664.0,26902.0,24037.0,134255.0,23673.0,44085.0,38788.0,40142.0,29489.0,490465.0,489688.0,55810.0,56587.0
2012-12-24,569969.0,129644.0,314796.0,101773.0,27266.0,23428.0,139438.0,25274.0,47123.0,39483.0,39034.0,30409.0,511298.0,507330.0,58671.0,62639.0
2012-12-18,611685.0,126256.0,334538.0,103648.0,30979.0,27175.0,153795.0,24191.0,46920.0,43657.0,35798.0,42261.0,543712.0,541862.0,67973.0,69823.0
2012-12-11,599332.0,120999.0,315701.0,102771.0,35955.0,28451.0,143094.0,25057.0,51365.0,46652.0,33218.0,42175.0,535507.0,531922.0,63825.0,67410.0
2012-12-04,593935.0,131335.0,310197.0,103071.0,39862.0,25310.0,135931.0,31491.0,51106.0,47877.0,29498.0,37242.0,531872.0,524706.0,62063.0,69229.0
2012-11-27,603386.0,133572.0,314384.0,103061.0,39306.0,27947.0,139867.0,30891.0,53904.0,47564.0,34351.0,35753.0,541668.0,536536.0,61718.0,66850.0
2012-11-20,603691.0,130368.0,320715.0,102949.0,38971.0,27990.0,143739.0,25512.0,55800.0,48628.0,34160.0,34597.0,544071.0,537745.0,59620.0,65946.0
2012-11-13,604162.0,122933.0,328214.0,103134.0,39261.0,28034.0,152710.0,20419.0,51802.0,48759.0,32262.0,35481.0,542853.0,535473.0,61309.0,68689.0
2012-11-06,620361.0,120668.0,355698.0,102512.0,39473.0,27286.0,174499.0,12775.0,49805.0,46030.0,30477.0,36389.0,557189.0,551903.0,63172.0,68458.0
